gene_id	family	source	discovery_round	sequence_scope	matched_protein_id	hmmer_score	hmmer_evalue	length	original_family	resolution_group	family_resolution_method	family_resolution_status	nearest_reference_id	nearest_reference_family	meme_status	meme_status_quality_aware	motif_support_quality	singleton_passthrough	meme_evaluable	meme_biological_pass	meme_operational_pass	meme_pass	pfam_pass	pfam_status	stability_pass	selection_annotated	contamination_pass	pfam_gate_active	stability_gate_active	contamination_gate_active	final_pass
GMO.00002364.v1.g511360.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002364.v1.g511360.t1	257.0	7.9e-76	342							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001056.v1.g097330.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00001056.v1.g097330.t1	254.8	3.8e-75	339							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g309640.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g309640.t1	248.1	4.0e-73	336							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g309650.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g309650.t1	246.8	6.9e-72	357							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g309600.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g309600.t1	245.5	2.6e-72	342							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g309610.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g309610.t1	245.3	2.1e-71	332							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g309620.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g309620.t1	233.8	8.8e-69	348							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001056.v1.g098350.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00001056.v1.g098350.t1	231.4	4.9e-68	301							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002363.v1.g510350.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002363.v1.g510350.t1	223.5	1.3e-65	301							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001111.v1.g112250.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00001111.v1.g112250.t1	195.9	2.3e-56	240							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001056.v1.g098640.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00001056.v1.g098640.t1	78.2	1.9e-21	96							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002363.v1.g509990.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002363.v1.g509990.t1	78.2	1.9e-21	96							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002363.v1.g509960.t1	SULT	proteome_v1_exact	round2	full_length	GMO.00002363.v1.g509960.t1	57.5	3.7e-15	72							partial	partial	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001605.v1.g208780.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001605.v1.g208780.t1	519.2	2.3e-155	455							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001665.v1.g217040.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001665.v1.g217040.t1	519.2	2.3e-155	455							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001355.v1.g166210.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001355.v1.g166210.t1	419.4	4.2e-125	471							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002290.v1.g442820.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002290.v1.g442820.t1	414.9	9.5e-124	471							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000872.v1.g079670.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000872.v1.g079670.t1	380.6	2.5e-113	481							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g473720.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00002319.v1.g473720.t2	380.4	2.9e-113	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g339790.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g339790.t1	245.2	2.9e-72	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000193.v1.g004670.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000193.v1.g004670.t1	242.9	1.4e-71	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g339580.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g339580.t1	220.7	7.7e-65	472							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g339780.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g339780.t1	220.3	1.1e-64	491							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g339800.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g339800.t1	216.0	2.1e-63	504							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000193.v1.g004470.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000193.v1.g004470.t1	214.7	5.2e-63	473							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000193.v1.g004660.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000193.v1.g004660.t1	213.2	1.5e-62	491							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g339720.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g339720.t1	193.9	1.1e-56	472							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000193.v1.g004620.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000193.v1.g004620.t1	193.5	1.4e-56	474							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g339730.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g339730.t1	184.6	7.2e-54	557							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g406190.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g406190.t1	181.9	4.7e-53	498							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g412050.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002276.v1.g412050.t1	181.9	4.7e-53	498							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002468.v1.g548850.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002468.v1.g548850.t1	181.2	7.6e-53	493							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g412090.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002276.v1.g412090.t1	181.1	8.2e-53	498							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g156040.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g156040.t1	181.0	8.5e-53	458							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001399.v1.g180070.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001399.v1.g180070.t1	180.5	1.2e-52	458							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001247.v1.g133930.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001247.v1.g133930.t1	179.2	3.2e-52	493							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g339760.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g339760.t1	177.9	7.8e-52	292							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g406170.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g406170.t1	177.6	9.4e-52	498							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001227.v1.g123860.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001227.v1.g123860.t1	177.4	1.1e-51	483							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001247.v1.g133910.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00001247.v1.g133910.t2	174.6	7.6e-51	482							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002468.v1.g548950.t2	UGT	proteome_v1_exact	round2	full_length	GMO.00002468.v1.g548950.t2	173.4	1.7e-50	482							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001177.v1.g117200.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001177.v1.g117200.t1	173.2	2.0e-50	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g427500.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002283.v1.g427500.t1	172.6	3.2e-50	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g427450.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002283.v1.g427450.t1	171.5	6.8e-50	484							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002468.v1.g548890.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002468.v1.g548890.t1	171.5	6.8e-50	493							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g499010.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g499010.t1	171.4	7.0e-50	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g084000.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g084000.t1	171.1	9.0e-50	476							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g537990.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g537990.t1	169.8	2.1e-49	486							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001227.v1.g123890.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001227.v1.g123890.t1	169.5	2.7e-49	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002275.v1.g406180.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002275.v1.g406180.t1	169.2	3.4e-49	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002276.v1.g412060.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002276.v1.g412060.t1	169.2	3.4e-49	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001227.v1.g123830.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001227.v1.g123830.t1	167.3	1.3e-48	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g083980.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g083980.t1	166.6	2.0e-48	486							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001399.v1.g180040.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001399.v1.g180040.t1	166.0	3.1e-48	463							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001694.v1.g224810.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001694.v1.g224810.t1	165.3	5.2e-48	478							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002555.v1.g617440.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002555.v1.g617440.t1	165.3	5.2e-48	478							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g537940.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g537940.t1	164.4	9.5e-48	483							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g155980.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g155980.t1	163.1	2.3e-47	463							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001177.v1.g117170.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001177.v1.g117170.t1	161.5	7.5e-47	471							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001690.v1.g222820.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001690.v1.g222820.t1	161.5	7.1e-47	481							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001690.v1.g222830.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001690.v1.g222830.t1	161.5	7.3e-47	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002465.v1.g547530.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002465.v1.g547530.t1	161.5	7.3e-47	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002465.v1.g547540.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002465.v1.g547540.t1	161.5	7.1e-47	481							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g084020.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g084020.t1	161.1	9.4e-47	483							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g499050.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g499050.t1	158.9	4.5e-46	471							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002253.v1.g377240.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002253.v1.g377240.t1	158.6	5.3e-46	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002695.v1.g661220.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002695.v1.g661220.t1	157.0	1.7e-45	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002317.v1.g452620.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002317.v1.g452620.t1	155.3	5.4e-45	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g084010.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g084010.t1	155.1	6.3e-45	478							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g537950.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g537950.t1	154.2	1.2e-44	478							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g174740.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g174740.t1	153.3	2.3e-44	489							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001047.v1.g096250.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001047.v1.g096250.t1	152.8	3.2e-44	477							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002425.v1.g524420.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002425.v1.g524420.t1	152.8	3.2e-44	477							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g160360.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g160360.t1	152.5	4.0e-44	491							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g537910.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g537910.t1	149.7	2.8e-43	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g083990.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g083990.t1	149.1	4.2e-43	479							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002466.v1.g547610.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002466.v1.g547610.t1	148.7	5.5e-43	494							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g155990.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g155990.t1	148.6	6.1e-43	463							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001817.v1.g250650.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001817.v1.g250650.t1	146.9	2.7e-41	460							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g156010.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g156010.t1	146.7	2.2e-42	472							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001111.v1.g110370.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001111.v1.g110370.t1	146.5	2.5e-42	461							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001399.v1.g180050.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001399.v1.g180050.t1	146.2	3.2e-42	463							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002427.v1.g525470.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002427.v1.g525470.t1	145.5	7.2e-41	458							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002782.v1.g683640.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002782.v1.g683640.t1	144.9	7.8e-42	494							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002612.v1.g636460.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002612.v1.g636460.t1	144.5	1.0e-41	481							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g155970.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g155970.t1	143.9	1.6e-41	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002273.v1.g402620.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002273.v1.g402620.t1	143.5	2.0e-41	480							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002601.v1.g630520.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002601.v1.g630520.t1	143.5	2.0e-41	480							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001399.v1.g180030.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001399.v1.g180030.t1	143.2	2.6e-41	490							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g160390.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g160390.t1	143.0	3.0e-41	499							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g537900.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g537900.t1	142.7	3.7e-41	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002466.v1.g547560.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002466.v1.g547560.t1	142.2	5.1e-41	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002783.v1.g683710.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002783.v1.g683710.t1	142.2	5.1e-41	495							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002553.v1.g615790.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002553.v1.g615790.t1	141.7	7.2e-41	480							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001690.v1.g222860.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001690.v1.g222860.t1	141.6	7.6e-41	493							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002465.v1.g547500.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002465.v1.g547500.t1	141.6	7.6e-41	493							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002317.v1.g452590.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002317.v1.g452590.t1	141.5	8.6e-41	449							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g537980.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g537980.t1	141.3	9.4e-41	445							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002304.v1.g451140.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002304.v1.g451140.t1	140.6	1.6e-40	480							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g174770.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g174770.t1	140.4	1.9e-40	504							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002695.v1.g661250.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002695.v1.g661250.t1	140.3	1.9e-40	427							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g084060.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g084060.t1	140.1	2.3e-40	492							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001690.v1.g222910.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001690.v1.g222910.t1	139.8	2.8e-40	501							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000743.v1.g063840.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000743.v1.g063840.t1	139.5	3.5e-40	501							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001177.v1.g117210.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001177.v1.g117210.t1	139.5	3.3e-40	480							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001508.v1.g187390.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001508.v1.g187390.t1	139.5	3.5e-40	480							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g499000.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g499000.t1	139.5	3.3e-40	480							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002271.v1.g400150.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002271.v1.g400150.t1	139.2	4.1e-40	478							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002702.v1.g663680.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002702.v1.g663680.t1	139.2	4.1e-40	487							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002465.v1.g547450.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002465.v1.g547450.t1	139.0	4.7e-40	502							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g174750.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g174750.t1	138.2	8.7e-40	486							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002658.v1.g657180.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002658.v1.g657180.t1	138.2	8.7e-40	485							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002695.v1.g660400.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002695.v1.g660400.t1	138.2	8.3e-40	442							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001399.v1.g180060.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001399.v1.g180060.t1	138.1	9.2e-40	473							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g537970.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g537970.t1	137.9	1.0e-39	291							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001573.v1.g199640.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001573.v1.g199640.t1	137.8	1.1e-39	483							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001573.v1.g199650.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001573.v1.g199650.t1	137.5	1.4e-39	483							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000574.v1.g034170.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00000574.v1.g034170.t1	137.4	1.5e-39	493							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g160400.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g160400.t1	137.3	1.6e-39	510							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002336.v1.g487290.t1	UGT	proteome_v1_exact	round2	full_length	GMO.00002336.v1.g487290.t1	137.3	1.5e-39	483							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
