gene_id	family	biochemical_context	target_bin	length	score	evalue	source	sequence_scope	discovery_round	matched_protein_id	pfam_hit	full_length_reference_hit	passing_pfam_profiles	passing_full_length_reference_queries	search_route
GMO.00000892.v1.g082630.t2	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	176	103.9	2e-29	proteome_v1_exact	full_length	round2	GMO.00000892.v1.g082630.t2	true	true	PF00581.26	Q9FKW8/STR18_ARATH/SV1	pfam_and_reference
GMO.00002453.v1.g535350.t2	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	176	103.9	2e-29	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g535350.t2	true	true	PF00581.26	Q9FKW8/STR18_ARATH/SV1	pfam_and_reference
GMO.00001021.v1.g094570.t1	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	380	100.2	2.3e-27	proteome_v1_exact	full_length	round2	GMO.00001021.v1.g094570.t1	true	false	PF00581.26		pfam_only
GMO.00002515.v1.g580970.t1	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	380	100.2	2.3e-27	proteome_v1_exact	full_length	round2	GMO.00002515.v1.g580970.t1	true	false	PF00581.26		pfam_only
GMO.00001111.v1.g108120.t1	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	237	59.9	8.4e-15	proteome_v1_exact	full_length	round2	GMO.00001111.v1.g108120.t1	true	false	PF00581.26		pfam_only
GMO.00001533.v1.g194870.t1	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	135	51.9	2.6e-12	proteome_v1_exact	full_length	round2	GMO.00001533.v1.g194870.t1	true	false	PF00581.26		pfam_only
GMO.00002468.v1.g548470.t1	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	135	51.9	2.6e-12	proteome_v1_exact	full_length	round2	GMO.00002468.v1.g548470.t1	true	false	PF00581.26		pfam_only
GMO.00000508.v1.g011520.t1	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	180	51.4	3.7e-12	proteome_v1_exact	full_length	round2	GMO.00000508.v1.g011520.t1	true	false	PF00581.26		pfam_only
GMO.00000623.v1.g042320.t1	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	180	51.4	3.7e-12	proteome_v1_exact	full_length	round2	GMO.00000623.v1.g042320.t1	true	false	PF00581.26		pfam_only
GMO.00002277.v1.g421280.t1	Rhodanese	Conjugation, transfer, and redox chemistry	Rhodanese	180	51.4	3.7e-12	proteome_v1_exact	full_length	round2	GMO.00002277.v1.g421280.t1	true	false	PF00581.26		pfam_only
GMO.00001197.v1.g118740.t1	SAMS	Sulfur amino-acid and glutathione supply	SAMS	394	887.5	2.9e-267	proteome_v1_exact	full_length	round2	GMO.00001197.v1.g118740.t1	true	true	PF00438.26;PF02772.22;PF02773.22	Q9AT56/METK1_ELAUM/SV1	pfam_and_reference
GMO.00002460.v1.g543920.t1	SAMS	Sulfur amino-acid and glutathione supply	SAMS	394	887.5	2.9e-267	proteome_v1_exact	full_length	round2	GMO.00002460.v1.g543920.t1	true	true	PF00438.26;PF02772.22;PF02773.22	Q9AT56/METK1_ELAUM/SV1	pfam_and_reference
GMO.00002274.v1.g402770.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	352	281.7	2.4e-83	proteome_v1_exact	full_length	round2	GMO.00002274.v1.g402770.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002304.v1.g451310.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	352	281.7	2.4e-83	proteome_v1_exact	full_length	round2	GMO.00002304.v1.g451310.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00001056.v1.g098650.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	313	280.7	4.9e-83	proteome_v1_exact	full_length	round2	GMO.00001056.v1.g098650.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002363.v1.g509930.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	312	278.4	2.5e-82	proteome_v1_exact	full_length	round2	GMO.00002363.v1.g509930.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002363.v1.g509940.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	313	278.3	2.7e-82	proteome_v1_exact	full_length	round2	GMO.00002363.v1.g509940.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00001111.v1.g109930.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	311	266.2	1.3e-78	proteome_v1_exact	full_length	round2	GMO.00001111.v1.g109930.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00001252.v1.g134800.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	329	261.9	2.6e-77	proteome_v1_exact	full_length	round2	GMO.00001252.v1.g134800.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002631.v1.g641180.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	331	261.6	3.3e-77	proteome_v1_exact	full_length	round2	GMO.00002631.v1.g641180.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00001056.v1.g097290.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	342	258.9	2.1e-76	proteome_v1_exact	full_length	round2	GMO.00001056.v1.g097290.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002364.v1.g511360.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	342	257.0	7.9e-76	proteome_v1_exact	full_length	round2	GMO.00002364.v1.g511360.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00001056.v1.g097330.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	339	254.8	3.8e-75	proteome_v1_exact	full_length	round2	GMO.00001056.v1.g097330.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g309640.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	336	248.1	4e-73	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g309640.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g309650.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	357	246.8	6.9e-72	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g309650.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g309600.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	342	245.5	2.6e-72	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g309600.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g309610.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	332	245.3	2.1e-71	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g309610.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g309620.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	348	233.8	8.8e-69	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g309620.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00001056.v1.g098350.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	301	231.4	4.9e-68	proteome_v1_exact	full_length	round2	GMO.00001056.v1.g098350.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002363.v1.g510350.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	301	223.5	1.3e-65	proteome_v1_exact	full_length	round2	GMO.00002363.v1.g510350.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00001111.v1.g112250.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	240	195.9	2.3e-56	proteome_v1_exact	full_length	round2	GMO.00001111.v1.g112250.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00001056.v1.g098640.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	96	78.2	1.9e-21	proteome_v1_exact	full_length	round2	GMO.00001056.v1.g098640.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002363.v1.g509990.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	96	78.2	1.9e-21	proteome_v1_exact	full_length	round2	GMO.00002363.v1.g509990.t1	true	true	PF00685.34	Q9C9D0/SOT16_ARATH/SV1	pfam_and_reference
GMO.00002363.v1.g509960.t1	SULT	Conjugation, transfer, and redox chemistry	SULT	72	57.5	3.7e-15	proteome_v1_exact	full_length	round2	GMO.00002363.v1.g509960.t1	false	true		Q9C9D0/SOT16_ARATH/SV1	reference_only
GMO.00001605.v1.g208780.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	455	519.2	2.3e-155	proteome_v1_exact	full_length	round2	GMO.00001605.v1.g208780.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001665.v1.g217040.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	455	519.2	2.3e-155	proteome_v1_exact	full_length	round2	GMO.00001665.v1.g217040.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001355.v1.g166210.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	471	419.4	4.2e-125	proteome_v1_exact	full_length	round2	GMO.00001355.v1.g166210.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002290.v1.g442820.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	471	414.9	9.5e-124	proteome_v1_exact	full_length	round2	GMO.00002290.v1.g442820.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000872.v1.g079670.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	481	380.6	2.5e-113	proteome_v1_exact	full_length	round2	GMO.00000872.v1.g079670.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002319.v1.g473720.t2	UGT	Conjugation, transfer, and redox chemistry	UGT	476	380.4	2.9e-113	proteome_v1_exact	full_length	round2	GMO.00002319.v1.g473720.t2	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g339790.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	492	245.2	2.9e-72	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g339790.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000193.v1.g004670.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	499	242.9	1.4e-71	proteome_v1_exact	full_length	round2	GMO.00000193.v1.g004670.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g339580.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	472	220.7	7.7e-65	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g339580.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g339780.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	491	220.3	1.1e-64	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g339780.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g339800.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	504	216.0	2.1e-63	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g339800.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000193.v1.g004470.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	473	214.7	5.2e-63	proteome_v1_exact	full_length	round2	GMO.00000193.v1.g004470.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000193.v1.g004660.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	491	213.2	1.5e-62	proteome_v1_exact	full_length	round2	GMO.00000193.v1.g004660.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g339720.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	472	193.9	1.1e-56	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g339720.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000193.v1.g004620.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	474	193.5	1.4e-56	proteome_v1_exact	full_length	round2	GMO.00000193.v1.g004620.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g339730.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	557	184.6	7.2e-54	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g339730.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002275.v1.g406190.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	498	181.9	4.7e-53	proteome_v1_exact	full_length	round2	GMO.00002275.v1.g406190.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002276.v1.g412050.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	498	181.9	4.7e-53	proteome_v1_exact	full_length	round2	GMO.00002276.v1.g412050.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002468.v1.g548850.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	493	181.2	7.6e-53	proteome_v1_exact	full_length	round2	GMO.00002468.v1.g548850.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002276.v1.g412090.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	498	181.1	8.2e-53	proteome_v1_exact	full_length	round2	GMO.00002276.v1.g412090.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001343.v1.g156040.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	458	181.0	8.5e-53	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g156040.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001399.v1.g180070.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	458	180.5	1.2e-52	proteome_v1_exact	full_length	round2	GMO.00001399.v1.g180070.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001247.v1.g133930.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	493	179.2	3.2e-52	proteome_v1_exact	full_length	round2	GMO.00001247.v1.g133930.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002176.v1.g339760.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	292	177.9	7.8e-52	proteome_v1_exact	full_length	round2	GMO.00002176.v1.g339760.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002275.v1.g406170.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	498	177.6	9.4e-52	proteome_v1_exact	full_length	round2	GMO.00002275.v1.g406170.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001227.v1.g123860.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	483	177.4	1.1e-51	proteome_v1_exact	full_length	round2	GMO.00001227.v1.g123860.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001247.v1.g133910.t2	UGT	Conjugation, transfer, and redox chemistry	UGT	482	174.6	7.6e-51	proteome_v1_exact	full_length	round2	GMO.00001247.v1.g133910.t2	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002468.v1.g548950.t2	UGT	Conjugation, transfer, and redox chemistry	UGT	482	173.4	1.7e-50	proteome_v1_exact	full_length	round2	GMO.00002468.v1.g548950.t2	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001177.v1.g117200.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	479	173.2	2e-50	proteome_v1_exact	full_length	round2	GMO.00001177.v1.g117200.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002283.v1.g427500.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	485	172.6	3.2e-50	proteome_v1_exact	full_length	round2	GMO.00002283.v1.g427500.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002283.v1.g427450.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	484	171.5	6.8e-50	proteome_v1_exact	full_length	round2	GMO.00002283.v1.g427450.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002468.v1.g548890.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	493	171.5	6.8e-50	proteome_v1_exact	full_length	round2	GMO.00002468.v1.g548890.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002354.v1.g499010.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	479	171.4	7e-50	proteome_v1_exact	full_length	round2	GMO.00002354.v1.g499010.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000895.v1.g084000.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	476	171.1	9e-50	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g084000.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002453.v1.g537990.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	486	169.8	2.1e-49	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g537990.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001227.v1.g123890.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	485	169.5	2.7e-49	proteome_v1_exact	full_length	round2	GMO.00001227.v1.g123890.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002275.v1.g406180.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	499	169.2	3.4e-49	proteome_v1_exact	full_length	round2	GMO.00002275.v1.g406180.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002276.v1.g412060.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	499	169.2	3.4e-49	proteome_v1_exact	full_length	round2	GMO.00002276.v1.g412060.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001227.v1.g123830.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	485	167.3	1.3e-48	proteome_v1_exact	full_length	round2	GMO.00001227.v1.g123830.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000895.v1.g083980.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	486	166.6	2e-48	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g083980.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001399.v1.g180040.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	463	166.0	3.1e-48	proteome_v1_exact	full_length	round2	GMO.00001399.v1.g180040.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001694.v1.g224810.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	478	165.3	5.2e-48	proteome_v1_exact	full_length	round2	GMO.00001694.v1.g224810.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002555.v1.g617440.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	478	165.3	5.2e-48	proteome_v1_exact	full_length	round2	GMO.00002555.v1.g617440.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002453.v1.g537940.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	483	164.4	9.5e-48	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g537940.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001343.v1.g155980.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	463	163.1	2.3e-47	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g155980.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001177.v1.g117170.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	471	161.5	7.5e-47	proteome_v1_exact	full_length	round2	GMO.00001177.v1.g117170.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001690.v1.g222820.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	481	161.5	7.1e-47	proteome_v1_exact	full_length	round2	GMO.00001690.v1.g222820.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001690.v1.g222830.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	492	161.5	7.3e-47	proteome_v1_exact	full_length	round2	GMO.00001690.v1.g222830.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002465.v1.g547530.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	492	161.5	7.3e-47	proteome_v1_exact	full_length	round2	GMO.00002465.v1.g547530.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002465.v1.g547540.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	481	161.5	7.1e-47	proteome_v1_exact	full_length	round2	GMO.00002465.v1.g547540.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000895.v1.g084020.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	483	161.1	9.4e-47	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g084020.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002354.v1.g499050.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	471	158.9	4.5e-46	proteome_v1_exact	full_length	round2	GMO.00002354.v1.g499050.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002253.v1.g377240.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	492	158.6	5.3e-46	proteome_v1_exact	full_length	round2	GMO.00002253.v1.g377240.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002695.v1.g661220.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	479	157.0	1.7e-45	proteome_v1_exact	full_length	round2	GMO.00002695.v1.g661220.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002317.v1.g452620.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	479	155.3	5.4e-45	proteome_v1_exact	full_length	round2	GMO.00002317.v1.g452620.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000895.v1.g084010.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	478	155.1	6.3e-45	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g084010.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002453.v1.g537950.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	478	154.2	1.2e-44	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g537950.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001385.v1.g174740.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	489	153.3	2.3e-44	proteome_v1_exact	full_length	round2	GMO.00001385.v1.g174740.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001047.v1.g096250.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	477	152.8	3.2e-44	proteome_v1_exact	full_length	round2	GMO.00001047.v1.g096250.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002425.v1.g524420.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	477	152.8	3.2e-44	proteome_v1_exact	full_length	round2	GMO.00002425.v1.g524420.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001343.v1.g160360.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	491	152.5	4e-44	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g160360.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002453.v1.g537910.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	495	149.7	2.8e-43	proteome_v1_exact	full_length	round2	GMO.00002453.v1.g537910.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00000895.v1.g083990.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	479	149.1	4.2e-43	proteome_v1_exact	full_length	round2	GMO.00000895.v1.g083990.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002466.v1.g547610.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	494	148.7	5.5e-43	proteome_v1_exact	full_length	round2	GMO.00002466.v1.g547610.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001343.v1.g155990.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	463	148.6	6.1e-43	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g155990.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001817.v1.g250650.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	460	146.9	2.7e-41	proteome_v1_exact	full_length	round2	GMO.00001817.v1.g250650.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001343.v1.g156010.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	472	146.7	2.2e-42	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g156010.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001111.v1.g110370.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	461	146.5	2.5e-42	proteome_v1_exact	full_length	round2	GMO.00001111.v1.g110370.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001399.v1.g180050.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	463	146.2	3.2e-42	proteome_v1_exact	full_length	round2	GMO.00001399.v1.g180050.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002427.v1.g525470.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	458	145.5	7.2e-41	proteome_v1_exact	full_length	round2	GMO.00002427.v1.g525470.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002782.v1.g683640.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	494	144.9	7.8e-42	proteome_v1_exact	full_length	round2	GMO.00002782.v1.g683640.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00002612.v1.g636460.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	481	144.5	1e-41	proteome_v1_exact	full_length	round2	GMO.00002612.v1.g636460.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
GMO.00001343.v1.g155970.t1	UGT	Conjugation, transfer, and redox chemistry	UGT	492	143.9	1.6e-41	proteome_v1_exact	full_length	round2	GMO.00001343.v1.g155970.t1	true	true	PF00201.25	O48676/U74B1_ARATH/SV1	pfam_and_reference
